"API","formation","BasinName","StateName","CountyName","LatWGS84","LonWGS84","BottomHoleLatitude","BottomHoleLongitude","CongMeridianName","OPERATOR","formation_alias","operator_alias"
"33007016580000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.04749008,-103.55759073,"47.02371","-103.54766","FIFTH PRINCIPAL MERIDIAN 1815","NP RESOURCES LLC","THREE FORKS","NP RESOURCES LLC"
"33007016600000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.211632676,-103.613007138,"47.21966","-103.64452","FIFTH PRINCIPAL MERIDIAN 1815","NP RESOURCES LLC","THREE FORKS","NP RESOURCES LLC"
"33007016630000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.270682436,-103.236709441,"47.29785","-103.23594","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","BAKKEN","CONTINENTAL"
"33007016670000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.949013238,-103.260037115,"46.97953","-103.25978","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007016760100","SANISH","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.036471888,-103.363263065,"47.0096","-103.36293","FIFTH PRINCIPAL MERIDIAN 1815","NP RESOURCES LLC","BAKKEN","NP RESOURCES LLC"
"33007016770100","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.920448391,-103.244399353,"46.89219","-103.24419","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007016870000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.91863584,-103.265485864,"46.89121","-103.26502","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007016890000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.860384462,-103.246306921,"46.83431","-103.2411","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007016910000","SANISH","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.065577636,-103.320155123,"47.03857","-103.31962","FIFTH PRINCIPAL MERIDIAN 1815","NP RESOURCES LLC","BAKKEN","NP RESOURCES LLC"
"33007016950100","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.154482681,-103.422968123,"47.16747","-103.42136","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","THREE FORKS","CONTINENTAL"
"33007016980000","SANISH","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.109722651,-103.390687132,"47.08211","-103.37948","FIFTH PRINCIPAL MERIDIAN 1815","NP RESOURCES LLC","BAKKEN","NP RESOURCES LLC"
"33007017000000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.008823748,-103.188697949,"46.98103","-103.18841","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","THREE FORKS","CONTINENTAL"
"33007017010100","MADISON","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.214054788,-103.069355862,"47.22036","-103.05617","FIFTH PRINCIPAL MERIDIAN 1815","BTA OIL PRODUCERS LLC","MADISON","BTA"
"33007017040000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.918435867,-103.307621882,"46.89161","-103.30701","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007017070000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.008449277,-103.214577653,"46.98102","-103.21466","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","THREE FORKS","CONTINENTAL"
"33007017090000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.125795752,-103.109497653,"47.15071","-103.10961","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","BAKKEN","CONTINENTAL"
"33007017120100","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.210736917,-103.23428513,"47.18334","-103.23537","FIFTH PRINCIPAL MERIDIAN 1815","THUNDERBIRD RESOURCES LP","THREE FORKS","THUNDERBIRD RESOURCES LP"
"33007017220000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.981297838,-103.130600994,"47.00891","-103.13017","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","THREE FORKS","CONTINENTAL"
"33007017230100","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.153315171,-103.182268836,"47.12577","-103.18254","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","BAKKEN","CONTINENTAL"
"33007017240000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.981367603,-103.109427477,"47.00885","-103.10893","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","BAKKEN","CONTINENTAL"
"33007017260000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.036656375,-103.25690059,"47.00978","-103.25669","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","THREE FORKS","CONTINENTAL"
"33007017280000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.038448527,-103.278445492,"47.06624","-103.278","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","THREE FORKS","CONTINENTAL"
"33007017320000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.981169329,-103.067080341,"47.00885","-103.06662","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","THREE FORKS","CONTINENTAL"
"33007017370000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.269069932,-103.172280317,"47.24142","-103.17221","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","THREE FORKS","CONTINENTAL"
"33007017410100","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.037698048,-103.186866879,"47.00998","-103.18798","FIFTH PRINCIPAL MERIDIAN 1815","CONTINENTAL RESOURCES INCORPORATED","THREE FORKS","CONTINENTAL"
"33007017440100","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.09733305,-103.067277635,"47.12465","-103.06701","FIFTH PRINCIPAL MERIDIAN 1815","BRUIN E&P OPERATING LLC","BAKKEN","BRUIN E&P OPERATING LLC"
"33007017580100","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.918363782,-103.280054491,"46.89109","-103.27622","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007017590000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.918362783,-103.280234597,"46.89109","-103.2834","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007017600000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.918361883,-103.280414804,"46.89109","-103.29032","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007017650000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.9493977,-103.281712299,"46.92005","-103.27796","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007017690000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.918654568,-103.307201566,"46.89102","-103.2987","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007017800000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.239382287,-103.131436242,"47.21261","-103.13062","FIFTH PRINCIPAL MERIDIAN 1815","LIME ROCK RESOURCES III A LP","BAKKEN","LIME ROCK"
"33007017890000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.862577858,-103.240367514,"46.88699","-103.24148","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007017910000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",46.862577857,-103.240007615,"46.83315","-103.23413","FIFTH PRINCIPAL MERIDIAN 1815","WHITING OIL & GAS CORPORATION","THREE FORKS","WHITING"
"33007018010000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.211023871,-103.105650307,"47.24018","-103.10626","FIFTH PRINCIPAL MERIDIAN 1815","LIME ROCK RESOURCES III A LP","BAKKEN","LIME ROCK"
"33009021710000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.78561374,-101.341913616,"48.79049","-101.33702","FIFTH PRINCIPAL MERIDIAN 1815","PETRO HARVESTER OPERATING CO LLC","MADISON","PETRO HARVESTER"
"33009021730000","SPEARFISH / MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.992149797,-100.753682417,"48.99206","-100.76622","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH / MADISON","CRESCENT POINT"
"33009021740000","SPEARFISH / MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.985097999,-100.709463907,"48.9851","-100.72159","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH / MADISON","CRESCENT POINT"
"33009021770000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.968691804,-101.1128346,"48.9702","-101.10486","FIFTH PRINCIPAL MERIDIAN 1815","31 OPERATING LLC","MADISON","31 OPERATING LLC"
"33009021800000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.970951595,-101.116299622,"48.97648","-101.12191","FIFTH PRINCIPAL MERIDIAN 1815","31 OPERATING LLC","MADISON","31 OPERATING LLC"
"33009021810000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.962194878,-101.119778573,"48.9622","-101.12592","FIFTH PRINCIPAL MERIDIAN 1815","31 OPERATING LLC","MADISON","31 OPERATING LLC"
"33009021840000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.959934628,-101.131425874,"48.95771","-101.13094","FIFTH PRINCIPAL MERIDIAN 1815","31 OPERATING LLC","MADISON","31 OPERATING LLC"
"33009021850100","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.921080585,-100.753835686,"48.92099","-100.76655","FIFTH PRINCIPAL MERIDIAN 1815","SURGE ENERGY USA INC","SPEARFISH","SURGE ENERGY USA INC"
"33009021890000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.959069212,-101.122764906,"48.95602","-101.12294","FIFTH PRINCIPAL MERIDIAN 1815","31 OPERATING LLC","MADISON","31 OPERATING LLC"
"33009022040100","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.776452085,-101.333352598,"48.77764","-101.32078","FIFTH PRINCIPAL MERIDIAN 1815","31 OPERATING LLC","MADISON","31 OPERATING LLC"
"33009022120000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.778069568,-101.332112077,"48.77619","-101.33631","FIFTH PRINCIPAL MERIDIAN 1815","31 OPERATING LLC","MADISON","31 OPERATING LLC"
"33009022240000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.95731801,-100.59845611,"48.95684","-100.57901","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022260000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.942221532,-100.576405227,"48.9422","-100.55736","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022290000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.558096312,-101.191230706,"48.55473","-101.19497","FIFTH PRINCIPAL MERIDIAN 1815","BERENERGY CORPORATION","MADISON","BERENERGY CORPORATION"
"33009022330000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.989402522,-100.98738319,"48.98959","-101.00533","FIFTH PRINCIPAL MERIDIAN 1815","ENDURO OPERATING LLC","MADISON","ENDURO"
"33009022340000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.98166638,-100.973647642,"48.98613","-100.98261","FIFTH PRINCIPAL MERIDIAN 1815","ENDURO OPERATING LLC","MADISON","ENDURO"
"33009022430000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.9491529,-100.575377,"48.94973","-100.55726","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022440000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.964124439,-100.578128929,"48.96388","-100.59411","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022450100","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.938340284,-100.532761392,"48.93946","-100.51321","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022470000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.979232649,-100.578078641,"48.97854","-100.59626","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022480200","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.970974223,-101.126512903,"48.96864","-101.11982","FIFTH PRINCIPAL MERIDIAN 1815","31 OPERATING LLC","MADISON","31 OPERATING LLC"
"33009022500000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.967897871,-100.576259668,"48.96856","-100.55725","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022510000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.975186166,-100.576258964,"48.97586","-100.55722","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022520000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.953325981,-100.576314777,"48.95405","-100.55733","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022530000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.960638277,-100.576282974,"48.96132","-100.55725","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022540000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.938799895,-100.554287897,"48.93952","-100.53602","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022560000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.989972736,-100.645918887,"48.98975","-100.6324","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022570000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.987156537,-100.645905583,"48.98557","-100.63298","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022600000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.982470246,-100.623854167,"48.98238","-100.61051","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022610000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.975150477,-100.623906187,"48.97524","-100.61045","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022620000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.993298246,-100.62385028,"48.99321","-100.6105","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022630000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.9460463,-100.554260899,"48.94673","-100.53538","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022650000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.989624346,-100.596442973,"48.98935","-100.60881","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022660000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.99686764,-100.597658767,"48.99679","-100.60901","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022680000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.982336762,-100.596466685,"48.9824","-100.60901","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022720000","SPEARFISH / MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.991995188,-100.756081833,"48.99453","-100.74222","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH / MADISON","CRESCENT POINT"
"33009022740000","SPEARFISH / MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.99166628,-100.756081823,"48.99169","-100.74228","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH / MADISON","CRESCENT POINT"
"33009022750000","SPEARFISH / MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.991501775,-100.756081818,"48.99017","-100.74216","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH / MADISON","CRESCENT POINT"
"33009022760000","SPEARFISH / MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.991337271,-100.756081812,"48.98874","-100.7422","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH / MADISON","CRESCENT POINT"
"33009022820000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.986025337,-100.639882203,"48.98563","-100.65292","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022940000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.960736365,-100.600318859,"48.96127","-100.61874","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009022950000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.9056573,-100.510700866,"48.90502","-100.49265","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009023090000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.945772189,-100.554261988,"48.94493","-100.53523","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009023100000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.82179469,-101.486747019,"48.812","-101.47063","FIFTH PRINCIPAL MERIDIAN 1815","ENDURO OPERATING LLC","MADISON","ENDURO"
"33009023200000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.938525783,-100.554288986,"48.93772","-100.53525","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009023250000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.990003522,-100.644381979,"48.9934","-100.65406","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","MADISON","CRESCENT POINT"
"33009023260000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.960391467,-100.576284064,"48.95959","-100.55726","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009023270000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.967623659,-100.576247157,"48.96688","-100.5572","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009023280000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.978825811,-100.57598381,"48.97941","-100.55715","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009023290000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.9785517,-100.575983799,"48.97783","-100.55701","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009023420000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.99320976,-100.668289039,"48.99226","-100.65448","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33009023440000","SPEARFISH","WILLISTON BASIN","NORTH DAKOTA","BOTTINEAU",48.982606082,-100.646529618,"48.98348","-100.6325","FIFTH PRINCIPAL MERIDIAN 1815","CRESCENT POINT ENERGY US CORP","SPEARFISH","CRESCENT POINT"
"33011004000100","RED RIVER B ZONE","WILLISTON BASIN","NORTH DAKOTA","BOWMAN",45.963536448,-103.727845221,"45.97158","-103.71551","FIFTH PRINCIPAL MERIDIAN 1815","WHITE ROCK OIL & GAS LLC","RED RIVER B ZONE","WHITE ROCK"
"33013014870000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BURKE",48.921559367,-102.373888251,"48.91525","-102.38915","FIFTH PRINCIPAL MERIDIAN 1815","ENDURO OPERATING LLC","MADISON","ENDURO"
"33025011500000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","DUNN",47.385595496,-102.570857904,"47.35924","-102.57244","FIFTH PRINCIPAL MERIDIAN 1815","MARATHON OIL COMPANY","BAKKEN","MARATHON"
"33025019020000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","DUNN",47.633172236,-102.361448085,"47.65986","-102.35744","FIFTH PRINCIPAL MERIDIAN 1815","XTO ENERGY INCORPORATED","THREE FORKS","EXXON"
"33025019050000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","DUNN",47.5619149,-102.496698899,"47.58764","-102.49616","FIFTH PRINCIPAL MERIDIAN 1815","RIMROCK OIL & GAS WILLISTON LLC","THREE FORKS","RIMROCK OIL & GAS WILLISTON LLC"
"33025019600000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","DUNN",47.528750604,-102.839162878,"47.55953","-102.84073","FIFTH PRINCIPAL MERIDIAN 1815","BURLINGTON RESOURCES O&G CO LP","THREE FORKS","CONOCOPHILLIPS"
"33053035680000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.99345736,-103.265969497,"48.02244","-103.26947","FIFTH PRINCIPAL MERIDIAN 1815","EQUINOR ENERGY LP","BAKKEN","EQUINOR"
"33053036180000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.762300916,-103.295243662,"47.78952","-103.29372","FIFTH PRINCIPAL MERIDIAN 1815","NEWFIELD PRODUCTION COMPANY","BAKKEN","NEWFIELD"
"33053036230100","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.84658186,-102.702406336,"47.81938","-102.7041","FIFTH PRINCIPAL MERIDIAN 1815","BRUIN E&P OPERATING LLC","BAKKEN","BRUIN E&P OPERATING LLC"
"33053036340100","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.89238366,-104.003028105,"47.86893","-104.00122","FIFTH PRINCIPAL MERIDIAN 1815","OASIS PETROLEUM NORTH AMERICA LLC","BAKKEN","OASIS"
"33053043700000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",48.022706205,-103.001935877,"47.99269","-102.99993","FIFTH PRINCIPAL MERIDIAN 1815","BURLINGTON RESOURCES O&G CO LP","BAKKEN","CONOCOPHILLIPS"
"33053043720000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.992725873,-102.996522386,"48.02321","-102.99738","FIFTH PRINCIPAL MERIDIAN 1815","BURLINGTON RESOURCES O&G CO LP","THREE FORKS","CONOCOPHILLIPS"
"33053043730000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.992725869,-102.996339086,"48.0232","-102.99487","FIFTH PRINCIPAL MERIDIAN 1815","BURLINGTON RESOURCES O&G CO LP","BAKKEN","CONOCOPHILLIPS"
"33053044470000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.993868472,-103.266080596,"47.96433","-103.26686","FIFTH PRINCIPAL MERIDIAN 1815","EQUINOR ENERGY LP","THREE FORKS","EQUINOR"
"33053044480000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.993868471,-103.265944493,"48.02346","-103.26703","FIFTH PRINCIPAL MERIDIAN 1815","EQUINOR ENERGY LP","THREE FORKS","EQUINOR"
"33053044500000","BAKKEN","WILLISTON BASIN","NORTH DAKOTA","MCKENZIE",47.99386847,-103.265713887,"48.02347","-103.26492","FIFTH PRINCIPAL MERIDIAN 1815","EQUINOR ENERGY LP","BAKKEN","EQUINOR"
"33007016120000","MADISON","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.013969426,-103.47301172,"47.01075","-103.46098","FIFTH PRINCIPAL MERIDIAN 1815","SCOUT ENERGY MANAGEMENT LLC","MADISON","SCOUT"
"33007016320100","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.088061326,-103.245248254,"47.08632","-103.28501","FIFTH PRINCIPAL MERIDIAN 1815","XTO ENERGY INCORPORATED","THREE FORKS","EXXON"
"33007016410200","SANISH","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.111588399,-103.415886233,"47.13824","-103.42638","FIFTH PRINCIPAL MERIDIAN 1815","NP RESOURCES LLC","BAKKEN","NP RESOURCES LLC"
"33007016490000","THREE FORKS","WILLISTON BASIN","NORTH DAKOTA","BILLINGS",47.109598811,-103.42864357,"47.08186","-103.42135","FIFTH PRINCIPAL MERIDIAN 1815","NP RESOURCES LLC","THREE FORKS","NP RESOURCES LLC"
